code;name;country;division_code;first_color;second_color
7445154;Castelldefels;Spain;67023614;#A8A8AA;#E2E2E2
14181547;Def. de Fraile Pintado;Argentina;14037263;#67DDE4;#E4E4E4
301356;São José (SP);Brazil;19102111;#DDE064;#DCE3F3
2471;União de Santarém;Portugal;55065660;#E80D23;#A0A5D9
1300918;Finn Harps;Ireland;129372;#AFA9D7;#BACCCF
319160;YPI;Brazil;107192;#597322;#9D9F27
5100217;Wealdstone;United Kingdom;5123055;#E4E4E4;#A2A298
36500002;St Joseph's (GIB);Gibraltar;36532636;#E5E6F7;#A6AAE4
126419;Jadran Porec;Croatia;129758;#26A7D7;#A6A5A5
5512123;Hala;Bahrain;1039313;#E35053;#D92A2B
766164;Fløy;Norway;53057343;#ADCFE5;#5BA3D3
121196;Verl;Germany;35010927;#EEEEEE;#9B9B9C
130777;Seoul;South Korea;136407;#DC0A26;#D3AE57
2017;FCSR Haguenau;France;19;#195A9E;#DFE6F3
97207966;Viettel FC;Vietnam;8550000;#FF0C26;#FF0A20
1413268;Tritium;Italy;1400401;#91B4D7;#ADC9E6
116144;Persija;Indonesia;41004312;#EFA2A1;#F75460
2072;USL Dunkerque;France;18;#A9CCE6;#9DB8D2
135351;Kuala Lumpur;Malaysia;5624536;#FD1C24;#F4F0F0
5250442;Deportes Santa Cruz;Chile;5250793;#FC1819;#F8F9F8
98006205;Solduno;Switzerland;137891;#E2E2E2;#A2A3A3
43386743;Morrone;Italy;43064521;#8A2531;#A85762
52077964;US Esch;Luxembourg;5340022;#695E99;#B3ADCB
961;VfL Wolfsburg;Germany;22;#64B42D;#8CDA5B
952728;Ctral. Ballester;Argentina;14037262;#9A9F5B;#EAE9AE
16036195;SV Eltendorf;Austria;16000666;#578ECD;#F0F2F6
80027074;Jicaral - Sercoba;Costa Rica;80000563;#A49E67;#5E9AD5
39002495;Dalvík/Reynir;Iceland;39030708;#1B61A2;#5F9ACF
3101516;Sarmiento (Junín);Argentina;102422;#6AAE8E;#258C5D
14052693;San Jorge (Tucumán);Argentina;14037263;#E79D98;#93D2AF
23295496;Port;Thailand;5624920;#6160A6;#DEE2EF
1904;Columbus;United States;40;#FDEF12;#F4F4F6
5727254;Ascona;Switzerland;137891;#6692CD;#2861AC
631;Cheltenham;United Kingdom;14;#EA0921;#9F9EA0
19390290;Nova Mutum;Brazil;19102111;#255AE1;#1E549A
172;Tubize;Belgium;8154824;#63552B;#272119
130298;Kahramanmarasspor;Turkey;463486;#F21C25;#FA565F
19277538;Santa Cruz de Natal (RN);Brazil;19127222;#FAFBFB;#111213
87001845;J. Independiente;El Salvador;87001116;#F09B9B;#E7B1B2
2091;US Granville;France;914522;#18B0E4;#64A8D3
5625051;Rayong;Thailand;5624920;#95AA9B;#576360
14037341;Atlético Santa Rosa;Argentina;14037263;#606060;#2E2E2F
35016737;Norderstedt;Germany;26;#F21F2B;#F55664
5637859;Nakhon Pathom;Thailand;5637986;#E7D29E;#E3E4E5
137915;Concordia BS;Switzerland;137891;#5DA2D9;#A2CBEC
78;Argentinos Jrs.;Argentina;102421;#0A2D73;#153884
301171;Maranhão;Brazil;19127222;#E2E2E2;#ADADAD
24043042;Radnicki Mece;Croatia;24000271;#9F9DDC;#1512FB
304422;Nacional (SP);Brazil;19102111;#FDECEC;#F3989E
109180;Barcelona (ECU);Ecuador;80000566;#9B9062;#696958
1119;Catanzaro;Italy;43127174;#FC5F59;#FDE633
8351387;Pogradeci;Albania;11024374;#D8EDF1;#B5CED5
450542;Bagcilar SK;Turkey;70086168;#2A93D6;#F6F7F7
14020193;Sporting (Punta Alta);Argentina;14037263;#EB2826;#1F1D22
14002958;Central Norte (Salta);Argentina;108509;#EBEBEC;#101011
14181553;Trocha (Mercedes);Argentina;14037263;#A7AAE5;#F99E9E
35130696;TSV Steinbach;Germany;27;#1B96DE;#9C1E27
57110301;Csikszereda;Romania;150913;#EB262E;#E3E4E4
700060;Latina;Italy;1400406;#132F53;#575D62
14028726;Deportivo Patagones;Argentina;14037263;#019731;#E84F21
1278;Coleraine;United Kingdom;130023;#2453A1;#0F1E67
1927;Aberystwyth;United Kingdom;130672;#E0DBD8;#9C9D9A
460;Omonoia;Cyprus;692430;#6BAB8C;#4F9975
37018539;DUNO;Netherlands;862765;#675B9E;#A49DCB
7584346;Ihan;Slovenia;64000177;#224DAA;#E5E5E6
98046545;Bronschhofen;Switzerland;137891;#FAF31B;#28262A
19020252;Almirante Barroso;Brazil;19102111;#30881D;#54992C
845;FC Mulhouse;France;19;#259BE6;#036EB7
481;AC Horsens;Denmark;6;#242209;#65610B
1591;Queen's Park;United Kingdom;48;#9D9A9B;#6A6969
2613;FC Linköping City;Sweden;8114888;#9D9AAD;#626BA1
814500;San José A.D.;Spain;67101202;#DED1AE;#ACA19D
653229;Lucko;Croatia;129759;#B0C861;#E3E3E3
14031216;Sp. Las Parejas;Argentina;108509;#E9061D;#059136
135434;Hatta;United Arab Emirates;7880000;#136A9D;#A8CEE4
301262;Avenida;Brazil;19127222;#93B4B0;#B0CBC8
19274801;Força e Luz;Brazil;19102111;#E2E3E3;#EAE6E6
130507;Metallurg Lipetsk;Russia;130489;#E3E3E3;#9EA3A5
1277;Cliftonville;United Kingdom;130023;#16A255;#F11A20
67181485;Martinenc;Spain;67101195;#D5D7D3;#D7D6D5
20032628;Colorado Springs;United States;20033731;#30CEFC;#09090A
130836;SV Wörgl;Austria;16302524;#E7AAAB;#EA2124
1862;Adanaspor;Turkey;463479;#E39B60;#E1E2E3
14189556;Independiente (S Cay);Argentina;14037263;#96ACDB;#6D8DD0
5727270;Schönenwerd-Niedergösgen;Switzerland;137891;#E10B22;#535056
282;Tienen;Belgium;18097862;#E9EAEC;#A2A9A7
14158122;Deportivo González Moreno;Argentina;14037263;#F7100F;#F3EC17
5103652;Hungerford;United Kingdom;5123055;#56629C;#E3E3E3
67256162;Somorrostro;Spain;67023613;#ECEBEA;#A4A3A3
14064755;Sp. Guadalupe (SF);Argentina;14037263;#233166;#FAEC1B
94;River;Argentina;102421;#515D76;#626D87
137941;Widnau;Switzerland;98008693;#0B55EA;#AEC6EA
16010528;Ilzer SV;Austria;16000659;#D9D0A7;#26A156
55038918;Pedras Salgadas;Portugal;55065643;#DEDA5A;#220F6B
450573;Adana D.S.;Turkey;463479;#1C1B61;#5B5E92
130515;Volgar;Russia;130490;#8BA2B6;#A0B6CA
58066512;Yenisey;Russia;130487;#EB221D;#A3A09E
986;ADO Den Haag;Netherlands;29;#0D542D;#1F9860
454194;Ankara D.S.;Turkey;463486;#9497A5;#75CCFB
1116;Carrarese;Italy;43127172;#F7F854;#216CB4
18095661;Zwevezele;Belgium;18097860;#E2E2E2;#D9DADA
98006347;United Zürich;Switzerland;98008693;#9AB6CD;#D9DCDC
130509;Rubin;Russia;130486;#A35769;#CC98A6
135347;New Radiant;Maldives;23199309;#A3A3D3;#5C5CAF
1697;Mensajero;Spain;67023621;#EFECD8;#E7DDAC
1106;Atalanta;Italy;32;#1D8DDB;#F6F7F7
109106;Sandnes Ulf;Norway;1300398;#AEE2D0;#A0DAAE
527945;Francs Borains;Belgium;18097863;#9A9F9D;#E7E8E8
58127493;Orenburg;Russia;130486;#1565AD;#ABCBE7
85040034;CO Les Ulis;France;50048444;#D1DBA4;#156BAA
62031842;Spartak;Serbia;132321;#5261B0;#E1E3EE
403;Universidad Católica;Chile;5250792;#0E5CAD;#679DD4
23359659;Sài Gòn FC;Vietnam;8550000;#2F4F6F;#E4E4E3
313305;Parnahyba;Brazil;19102111;#A3B0CD;#E3E6EE
41021352;Borneo FC;Indonesia;41004312;#EAAD96;#E99269
85137178;FC Côte Bleue;France;50046771;#0E1112;#F6F6F6
814481;Cartaya;Spain;67246444;#D7A3A5;#EAE4E4
2009;FCSM;France;17;#2760A1;#6192A5
25051565;Chrastava;Czech Republic;136048;#FCF512;#090723
5340072;JS Kabylie;Algeria;12015290;#E8E419;#EAE6AC
130510;Shinnik;Russia;130487;#97B4D7;#E2ECEE
91148064;Wismut Gera;Germany;8700660;#D45B20;#EEA118
7446424;Olivenza;Spain;67023623;#2021FA;#E2E2E3
51039162;Cimarrones;Mexico;135974;#F4950C;#043566
52039408;Lucan Utd;Ireland;553378;#EA969F;#F2E9EA
1039607;Khonkaen;Thailand;5637986;#A6A559;#9D9A2B
5100145;Weymouth;United Kingdom;5123055;#94D7F7;#60ABDF
1300349;07 Vestur;Faroe Islands;8300362;#F49359;#129052
978;Larisa;Greece;129650;#AB989C;#EAE6E6
23194491;SJZ Ever Bright;China;131126;#011671;#0F308A
955214;Independiente (VO);Argentina;14037263;#263088;#5251AA
115942;Shenzhen;China;130931;#E49DA3;#E4DFD7
1479;Tirsense;Portugal;83169225;#151618;#CECECF
14093714;Unión Santiago;Argentina;14037261;#6373AB;#99A6D0
8875820;Aliados Lordelo;Portugal;83169225;#5173A9;#D0D9EC
5634245;Udon Thani;Thailand;5637986;#DB4B2B;#9F582B
263;Charleroi;Belgium;1;#62625F;#A5A49B
4212243;Zamora C.F.;Spain;67023617;#E3E3E3;#A7A0A0
91174003;Einheit Bernau;Germany;8700660;#57D163;#EA2119
536364;Temse;Belgium;18097860;#A4ADCE;#DDE0EA
5395170;Suchitepéquez;Guatemala;87000505;#709DD1;#E3E9E6
453567;Ümraniyespor;Turkey;463479;#FC595C;#E8CECF
5725073;Lyss;Switzerland;137891;#52ACFE;#6FCBFE
1022;MVV;Netherlands;30;#F75863;#F4969F
19023700;Trindade;Brazil;19102111;#9B90A6;#FA5D5D
4212780;Parla;Spain;67023616;#ECD6A8;#F3F1E5
136210;Slavoj Vysehrad;Czech Republic;131288;#1160A3;#2E86D2
126424;Split;Croatia;129756;#F1A6A2;#E3E3E3
23136391;Hougang Utd;Singapore;5395850;#D2AA5E;#9C9FA0
308093;Real Santa Cruz;Bolivia;86009019;#EDEBE5;#C6C8C6
137940;Rorschach-Goldach;Switzerland;137891;#A9D1E6;#9FA4A8
131108;Macará;Ecuador;80000566;#A2A6D7;#D9E4F5
130561;SKA Khabarovsk;Russia;130487;#9A99AD;#E2E7E5
2106553;São Bernardo;Brazil;19102111;#DFD5A6;#F2DC55
14037197;Argentino Oeste;Argentina;14037263;#0EA5E9;#1BAE57
4203003;Cartagena;Spain;72;#E8EAE8;#A19F9F
301179;União Rondonópolis;Brazil;19127222;#F15C62;#F49CA0
884;Rennes;France;16;#F86359;#E7D7AA
130781;Deportes Puerto Montt;Chile;5250793;#1DA054;#FDAB4A
136021;Tijuana;Mexico;135973;#F3242D;#F4F3F4
7452078;Torrejón;Spain;67023616;#946A5F;#A29E99
98010086;Vallemaggia;Switzerland;137891;#EEA3A4;#EEDDE3
1449;Cristal;Peru;5290551;#66CFF2;#E7E6AC
477600;Zvezda Perm;Russia;8055759;#D36166;#A0A3A2
104775;Bangu;Brazil;19102111;#FA9FA4;#F85C64
955;1860 München;Germany;35010926;#FAFAFA;#060606
7840109;Sindri;Iceland;39033648;#971C1D;#9A5E5F
19200887;Água Santa (SP);Brazil;19102111;#EBAF29;#F6F6F4
51013979;Campeche;Mexico;1;#9F0809;#F7E0A1
5725043;Châtel-St-Denis;Switzerland;137891;#F0EAA4;#CACBD1
879343;SC Victoria;Germany;35024475;#325094;#4867A3
879693;Markranstädt;Germany;8700660;#D7E2EF;#B4C7DC
1780;AIK;Sweden;50;#2C4D5B;#0A2E5D
301149;Aparecida;Brazil;19102111;#11A412;#A8D4A9
107676;F.C. Santa Coloma;Andorra;47000005;#DCDADC;#AEACAE
5350044;Eagles (MDV);Maldives;23093045;#F0AFD7;#EDDCE5
136020;Zacatepec;Mexico;1;#90B1A0;#105830
98009947;Perlen-Buchrain;Switzerland;98005772;#61669F;#252C75
230;Diest;Belgium;18111376;#EAEAEB;#63625E
67248764;Roda;Spain;67023615;#F1E616;#9B9D9E
14200828;Santo Pipó (Misiones);Argentina;14037261;#E4E4E4;#9BA09C
14189551;Libertad (Eva Perón);Argentina;14037263;#E6E6E6;#959697
14252936;Atl. El Carmen;Argentina;14037261;#039935;#19AE4D
107230;SAM;Brazil;107192;#AEE11C;#D5E821
687;Morecambe;United Kingdom;14;#A11C1E;#ECD5A2
14189560;El Porvenir (SC del Tuyú);Argentina;14037263;#956FF3;#AE96EA
2233;Magdeburg;Germany;35010926;#91ABF4;#265CEF
814489;Pozoblanco;Spain;67023619;#9C7650;#A68F72
137936;Chiasso;Switzerland;137890;#9CAFDB;#E10F10
98002353;Liestal;Switzerland;98005771;#D12229;#E7E1E2
6600094;Winkel Sport;Belgium;8154824;#DE2B2D;#0E0C0D
135250;Salmiya;Kuwait;23063354;#E2DC9D;#F7D9D3
130637;East Bengal;India;5624525;#5E5FA6;#E3E4E4
40024212;Bengaluru;India;1;#9EADDB;#5874CD
55001078;AD Oliveirense;Portugal;55065643;#C9AAA4;#B1AFA3
40012017;Aizawl FC;India;5624525;#D797B2;#E2E3E3
98010010;Chippis;Switzerland;137891;#DAE9DC;#D6DFD7
5395100;USAC;Guatemala;87006846;#619AA2;#A8AFAB
879921;Lotte;Germany;35010927;#A9C9E7;#8DB2D5
1093;Maccabi Haifa;Israel;7860000;#065F2A;#F5F5F5
6706369;Sestao;Spain;67023613;#E1DDD8;#131013
14064742;Argentino (Pehuajó);Argentina;14037263;#260A68;#B0A7C8
23469196;Shabab Bourj;Lebanon;5629952;#100462;#000000
2055;Olympique Saint-Quentin;France;19;#D3191C;#B60405
814426;Buñol;Spain;67101196;#F5E70C;#61A3E0
952745;Muñiz;Argentina;14037262;#E40820;#F35869
1102;Alessandria;Italy;43127172;#D6655D;#E3E3E3
19040477;Tupynambás;Brazil;19102111;#F89EA4;#F55A64
108542;Olimpo;Argentina;108509;#FDE416;#060607
1380;Sandefjord;Norway;1300398;#1B63A3;#CE102E
2483;Vasco Gama Sines;Portugal;83141257;#FCD519;#27211F
955220;Atlas (ARG);Argentina;14037262;#DBEAE6;#A8ADA0
14031217;Sportivo del Bono;Argentina;14037263;#AEC9E5;#95B3D4
20502982;Darby FC;Canada;20500261;#0C18B1;#284FDD
309651;Fast Clube;Brazil;19127222;#2E53A8;#FB5D57
67243421;Motril;Spain;67023618;#2B59A8;#A2B5D5
37066685;AGB;Netherlands;37043755;#60A8D7;#5E5698
5727257;Oerlikon/Polizei ZH;Switzerland;137891;#A5E0E6;#999B55
301190;Ipatinga;Brazil;19102111;#E3E3E3;#E6EBE9
37066088;HBOK;Netherlands;37066039;#58AC59;#2C972E
8426582;ES Thaon;France;50046772;#201F93;#5C5DA2
14052692;Social Atl. Televisión;Argentina;14037263;#5CF45C;#6596FA
67034790;Adarve;Spain;67023616;#E1D9D9;#9EA0A0
14031499;C.E.C. (Bermejo);Argentina;14037263;#0A99E3;#DBDEDF
1004;Excelsior;Netherlands;30;#EB0822;#FBFBFB
1562;Elgin City;United Kingdom;48;#A4A4A5;#DAD8D8
8491577;Baskent Akademi FK;Turkey;463485;#68CD54;#06532B
59025577;Istiqlol;Tajikistan;59007964;#12B35E;#F0979A
414;SH Shenhua;China;130931;#2065AF;#6496CC
661678;Zmaj Makarska;Croatia;24000274;#ED2019;#E3E3E2
34053971;DL Pro;China;130931;#0F2A99;#2847B2
106029;Santos Laguna;Mexico;135973;#179C52;#F6F6F7
5627073;Quang Nam;Vietnam;8550000;#D7A11A;#F7DA20
109042;Amarante;Portugal;55065659;#0B0B0B;#E1E1E0
946;FC St. Pauli;Germany;23;#E5A6A3;#B6A79B
54003060;GKS Tychy;Poland;129559;#F4EDD9;#D5CBB2
24043163;Lovran;Croatia;24000265;#F5F122;#9899AF
5280345;General Díaz;Paraguay;79010950;#9C9C99;#6B6A68
107201;AMG;Brazil;107191;#62D8A3;#A8EBCD
1878;Samsunspor;Turkey;463485;#FB999F;#EF6169
23078012;Muangthong Utd;Thailand;5624920;#A55C60;#D45C64
19147297;Rio Verde (GO);Brazil;19102111;#A5CCB7;#00722A
5395179;Santa Lucia (GUA);Guatemala;87000495;#ABAF9D;#DFDFDF
2658;Syrianska FC;Sweden;52;#EFED18;#EA9E28
91149355;Düsseldorf West;Germany;8700660;#A2A4D0;#5A5EAE
14158128;1° de Mayo (Formosa);Argentina;14037261;#1910F1;#F89798
5601448;SKU Amstetten;Austria;136544;#A0A7CD;#DDD9D9
640;Crawley;United Kingdom;14;#E4E4E4;#99979B
5260969;Boca Juniors (COL);Colombia;5260950;#21275A;#FCF55F
5300359;Portuguesa F.C. (VEN);Venezuela;86000001;#EA1416;#080405
734119;Vit. Sernache;Portugal;55065660;#F0ED15;#D7D55F
19079916;JUA;Brazil;19127222;#AAD769;#9CCE2B
1336;Kongsvinger;Norway;1300398;#98A2B1;#54A7E8
129179;IFK Mariehamn;Finland;129120;#ABCBE7;#0C5AA2
8825225;Atenas de San Carlos;Uruguay;5512771;#2C3599;#F45A64
130360;Kasimpasa;Turkey;130286;#94A5D7;#E0E5F2
14089825;Argentino Quilmes;Argentina;14037263;#A0D9F5;#60B3E0
310642;Guarany de Sobral;Brazil;19102111;#240D0F;#5E161B
5726212;Urania Genève Sport;Switzerland;98005769;#675496;#8575B6
739;Woking;United Kingdom;109201;#A61121;#D14F61
740495;Cerveira;Portugal;55065643;#268A2C;#2B6E2A
33007394;SJK;Finland;129120;#DFCF70;#F7F7F6
43076631;Tolmezzo;Italy;43104627;#FB0D0D;#E4A2A8
43012507;Agnonese;Italy;1400405;#8D2B2E;#AD5154
8825223;Cerro Largo F.C.;Uruguay;5512770;#A0A0DB;#6667CD
87039607;Siquinalá;Guatemala;87000495;#FC9A22;#FBF815
224;Hoogstraten;Belgium;18097862;#EE9FA0;#FADEDF
484619;Taraz;Kazakhstan;59007527;#64A9DF;#AAD2F0
5430567;Bayamón FC;Puerto Rico;82076123;#97935F;#F1EDE6
1164;Reggiana;Italy;43127173;#981A2A;#E2B00E
426850;Bentleigh Greens;Australia;130188;#54A670;#6FB387
2259;Wuppertal;Germany;35010927;#5E62AF;#9B9DD4
8050332;Dolgoprudny;Russia;130488;#265E92;#688DAE
129875;Omis;Croatia;24000274;#B0ABCC;#E2E2E2
58064627;Ufa;Russia;130486;#D9F3E4;#BADBC7
167;Neftçi;Azerbaijan;59006943;#F0F0F0;#A3A3A3
7840005;Selfoss;Iceland;39030708;#D898A8;#CB768B
5627025;Binh Duong;Vietnam;8550000;#EAA2A3;#64C998
77005796;Sport Huancayo;Peru;5290551;#E9D41B;#E8DDA0
653167;Zrinski Bosnjaci;Croatia;24000273;#0B14A5;#E89E96
983;Panathinaikos;Greece;129650;#9DCBB6;#B5D7C8
6201846;Vendée Herbiers Foot;France;914523;#130D0D;#595254
914613;AS Illzach-Modenheim;France;20;#DFDFDE;#DEDBD3
20047506;New Mexico;United States;20033731;#FCF817;#262127
951340;Tiro Federal (Rosario);Argentina;14037263;#E8EDF3;#5F646B
1842;Örebro SK;Sweden;50;#06562C;#E3E3E3
47053664;Riga;Latvia;8403697;#334D6B;#536D8D
43156715;Genova Calcio;Italy;43064529;#F96061;#FB9C9E
14057763;Atl. Las Palometas;Argentina;14037263;#EBD6E3;#DBB8CB
526;FC Midtjylland;Denmark;6;#E4E4E4;#17191A
1101431;Bellinzona;Switzerland;98027828;#E4CDA5;#D5AB97
615;Boston Utd;United Kingdom;5123054;#635A2C;#99989C
47041726;Sirens;Malta;2300050;#A0A9D7;#ECEEF4
5622747;PSS;Indonesia;41004312;#A0A29E;#EBEBE4
991;AZ;Netherlands;29;#DA0422;#E1DFE0
6706375;Don Benito;Spain;72;#57A4E5;#E6E6D5
14024658;Camioneros;Argentina;108509;#97D0A5;#D7EDDD
7983734;Monopoli;Italy;43127174;#ACD29D;#DDE6DC
1500;Dinamo Bucuresti;Romania;7540024;#DB959A;#D16167
1101637;Víkingur R.;Iceland;7840132;#934F2F;#EEF0F0
14064668;Social Ramallo;Argentina;14037263;#59AAD8;#6ED2F6
37066405;ZAP;Netherlands;37066049;#070808;#F4F5F5
43076651;Levico;Italy;1400401;#ECA3AA;#E99EA5
454646;Ofspor;Turkey;70043163;#980C0D;#DAA2A1
2198;Forlì;Italy;1400403;#E96163;#ED9C9D
4212292;Ourense C.F.;Spain;67023610;#B4CCE8;#5D91D5
107224;Portuguesa Santista;Brazil;19102111;#FAADA0;#A4CAA1
4212416;Tafalla;Spain;67023624;#E0E2E1;#A3A5A4
937;Osnabrück;Germany;23;#916AAA;#B497C8
19169872;Itaboraí;Brazil;19127222;#5C5BA3;#F3AD6C
23110103;Chao Pak Kei;Macao;5630248;#F75960;#EAADAF
700036;Sambenedettese;Italy;43127173;#21274B;#D02224
24021075;Savski Marof;Croatia;24000258;#9FA0DC;#676BCF
137938;Tuggen;Switzerland;5724966;#E3E3E3;#A5A4A4
7920359;Al-Fateh;Saudi Arabia;7920263;#99D2A2;#6C9FA0
23295560;Khonkaen Utd;Thailand;5637986;#E84E59;#141617
814877;Haro;Spain;70;#E25F2D;#A7A3A1
450544;Gümüshanespor;Turkey;463485;#F9999A;#F86263
1301557;Auckland City;New Zealand;432262;#162B4E;#EEEEEF
316;BOT;Brazil;102423;#070708;#A8A8A8
791055;Southampton Rangers;Bermuda;72009462;#96A5D4;#DCE0EE
3200578;Bornem;Belgium;18097864;#D7635E;#AB1A21
7920502;Damac;Saudi Arabia;7920263;#ED635A;#F79E97
98040199;FC Prishtina Bern;Switzerland;137891;#F75F61;#EE1112
37018533;Sportlust '46;Netherlands;862765;#E89D9E;#DD6C6D
14043915;Sarmiento (Leones);Argentina;14037261;#E8E2D2;#A19C9B
58044880;Chelyabinsk;Russia;8055759;#A9CDED;#63A1D9
1542;Ayr;United Kingdom;46;#E2E2E2;#AAAAAB
43106726;Calvi Noale;Italy;43064546;#A69CCF;#E6E3F2
79029139;3 Corrales;Paraguay;79010962;#FCDC30;#FAF351
7861688;Hapoel Ashkelon;Israel;7860001;#9EAED8;#D4D8E0
16280059;FC Mannsdorf/Großenzersd.;Austria;136546;#2E4DA0;#EB1025
814089;Girona;Spain;68;#E55B69;#D10F24
130875;BATE;Belarus;7483354;#FDEC0F;#0230A8
459181;Etimesgut Bld.;Turkey;463486;#A2D49A;#E2E2E2
308277;Motagua;Honduras;87000201;#1E5C91;#003B6E
14018428;Ctral. Córdoba (SdE);Argentina;102421;#A2A2A3;#131314
72047296;Atlanta United;United States;40;#A69569;#2A2629
406;Beijing;China;130931;#A1E55E;#60E397
14031214;La Emilia;Argentina;14037263;#A2A2A4;#D7D7D8
8162293;Arras FA;France;50046773;#DD1027;#2A52A7
108567;Gimnasia (CDU);Argentina;108509;#9CDEF8;#69CBF5
14123476;Dep. Adelia María;Argentina;14037263;#1E95DB;#59ADDE
20030083;Indy Eleven;United States;20033732;#092F62;#F02D4F
681;Mansfield;United Kingdom;14;#FCB12D;#E2E3E4
1157;Perugia;Italy;33;#F2212A;#FE4955
829172;Alto Adige;Italy;43127173;#E09AA2;#A99D9E
109001;Mieres Deportivo;Spain;67023611;#F3EDDB;#F2A4A2
51014524;Calor;Mexico;51066840;#F59C21;#E6E5E6
67193438;Torre Levante;Spain;67101196;#A2A1A1;#635C5E
791054;Somerset Eagles;Bermuda;72009462;#9192AF;#D1D7DF
108578;Dep. Armenio;Argentina;108508;#A0A0A1;#E9E9EA
333;POR;Brazil;19102111;#F3A09C;#F3F0EB
43320825;Piccardo Traversetolo;Italy;43064524;#9E8D28;#242422
37043723;vv Eemdijk;Netherlands;862766;#EEF0EF;#131515
8150906;Olympia Wijgmaal;Belgium;18097862;#9C9DFC;#6161FA
814662;Sta. Eulalia;Spain;69;#E3E610;#A2A29A
130785;San Marcos de Arica;Chile;75034137;#1860A2;#F76756
98040198;Interstar;Switzerland;137891;#DEA4B1;#F3E9ED
24011288;Polaca;Croatia;24000270;#E4E759;#EFD025
106072;Sportivo Luqueño;Paraguay;79010950;#5B999A;#66986D
130775;Busan;South Korea;66029602;#E21833;#ECECEC
102479;Sp. Italiano (ARG);Argentina;14037258;#198A4D;#A1A5D8
313273;Vitória (ES);Brazil;19127222;#93B0DA;#6892CE
14046683;Petroquímica (CR);Argentina;14037263;#04684E;#B5D2CA
70054558;Bld. Erzurumspor;Turkey;463479;#64A0D6;#2FA4DF
5103700;Swindon S;United Kingdom;94048276;#AEABCF;#D6D2E1
67118522;Ascó;Spain;67196503;#19A850;#E2E2E2
5744631;Vozdovac;Serbia;132321;#CF1129;#D3A0A7
103283;HamKam;Norway;1300398;#A2D1A4;#64B165
691;Norwich;United Kingdom;11;#0DA556;#E5E319
77017082;Cusco FC;Peru;5290551;#D6A461;#FBD492
8404703;Liepaja;Latvia;8403697;#59AB90;#E3E5E5
67060765;Arenteiro;Spain;67023610;#B2DDCD;#DDEFE8
1198;Giurare Yokohama;Japan;102428;#DDCCAC;#CFAC91
1887;Karpaty;Ukraine;5314301;#F2E5A1;#DEECE6
43076714;Bastia Umbra;Italy;1400404;#E22C25;#F55853
85044534;Entente UGA Ardziv;France;50046771;#119EE6;#FBD962
814599;Maracena;Spain;67023618;#DBCDAC;#D8D4CB
335;SAN;Brazil;102423;#E3E4E4;#151415
102555;GOI;Brazil;102423;#0A6C5C;#59A298
98;Vélez;Argentina;102421;#A1A9A6;#D6D6CE
3101518;Talleres (RE);Argentina;108508;#FDE9E9;#F4A3A1
137958;Kapfenberger SV 1919;Austria;136544;#F6A3A7;#F55D64
303815;Melgar;Peru;5290551;#611917;#231D1A
301157;Goiânia;Brazil;19102111;#E3E3E3;#9B9B9C
5661058;Cuautla;Mexico;51066840;#FCCE20;#FEF74E
1147;Modena;Italy;43127173;#F9F2A3;#F7D813
791083;X Roads;Bermuda;82001154;#E2E2E2;#A59DAA
135432;Fujairah;United Arab Emirates;7880000;#E5A15A;#8F2F2E
8325133;Concord;United Kingdom;5123055;#155CA9;#FAEA16
14255964;Dep. Bañado de Ovanta;Argentina;14037261;#E95228;#F2F2F2
612;Blackburn;United Kingdom;12;#9FB097;#5B9C6F
14057732;El Fortín (Olavarría);Argentina;14037261;#92A7DE;#718ACD
59008318;Säbail;Azerbaijan;59006943;#9BE2F7;#293252
98000844;Winkeln SG;Switzerland;137891;#E8E9E9;#262627
5280414;River Plate (PAR);Paraguay;79010950;#E1181A;#EB5D5F
1082;Bnei Yehuda;Israel;7860000;#A44922;#956F5F
91148272;Ginsheim;Germany;8700003;#5E9CD8;#A5CCEF
55012042;Coimbrões;Portugal;55065659;#E16929;#EC9D56
879211;Denzlingen;Germany;8700660;#10A0EA;#2FC7FE
15051713;Nunawading City;Australia;15090908;#26D4F8;#55DFE8
675;Lincoln;United Kingdom;13;#F9A1A3;#FB6263
116140;Persib;Indonesia;41004312;#9BA9D3;#ECF223
14064769;Regional (Resistencia);Argentina;14037263;#FE1617;#FB999B
5723564;Courtételle;Switzerland;137891;#DADCDD;#98A7A2
14256020;Catamarca FC;Argentina;14037261;#1763A8;#3788D2
67059945;Leioa;Spain;70;#635E94;#DA251F
879856;Bergisch Gladbach;Germany;35010927;#E9615D;#E69E9C
14031539;Municipal (Godoy Cruz);Argentina;14037263;#ACADD3;#CBCBDB
20031810;Pensacola City;United States;20031798;#F8F8F8;#0D0D0E
130779;Santiago Morning;Chile;5250793;#F8F8F8;#0D0D0E
80;Banfield;Argentina;102421;#012A92;#1D52A7
91156797;Neitersen;Germany;8700660;#E1261D;#9FA0A1
69;Partizani;Albania;8350942;#FC9BA0;#FE141F
7452056;Coruxo;Spain;69;#EDE09C;#66AD98
1525;Lokomotiv Moscow;Russia;130486;#F24E59;#9E9F9F
947;Hamburger SV;Germany;23;#20539B;#053B84
16010574;FC Andelsbuch;Austria;16000658;#9ED4EE;#E2E2E2
50038248;Chambéry SF;France;50046767;#5F5D2E;#9D9827
50068917;SC Cers-Portiragnes;France;20;#99B3CD;#E1E4E7
